      0.00000 ,   0.00098
      0.00125 ,   0.00074
      0.00250 ,   0.00090
      0.00375 ,   0.00074
      0.00500 ,   0.00086
      0.00625 ,   0.00078
      0.00750 ,   0.00086
      0.00875 ,   0.00078
      0.01000 ,   0.00066
      0.01125 ,   0.00090
      0.01250 ,   0.00094
      0.01375 ,   0.00070
      0.01500 ,   0.00066
      0.01625 ,   0.00086
      0.01750 ,   0.00074
      0.01875 ,   0.00078
      0.02000 ,   0.00046
      0.02125 ,   0.00058
      0.02250 ,   0.00058
      0.02375 ,   0.00062
      0.02500 ,   0.00086
      0.02625 ,   0.00086
      0.02750 ,   0.00094
      0.02875 ,   0.00066
      0.03000 ,   0.00094
      0.03125 ,   0.00110
      0.03250 ,   0.00090
      0.03375 ,   0.00086
      0.03500 ,   0.00078
      0.03625 ,   0.00054
      0.03750 ,   0.00078
      0.03875 ,   0.00094
      0.04000 ,   0.00062
      0.04125 ,   0.00070
      0.04250 ,   0.00070
      0.04375 ,   0.00074
      0.04500 ,   0.00090
      0.04625 ,   0.00086
      0.04750 ,   0.00094
      0.04875 ,   0.00086
      0.05000 ,   0.00070
      0.05125 ,   0.00114
      0.05250 ,   0.00114
      0.05375 ,   0.00106
      0.05500 ,   0.00078
      0.05625 ,   0.00098
      0.05750 ,   0.00098
      0.05875 ,   0.00086
      0.06000 ,   0.00078
      0.06125 ,   0.00050
      0.06250 ,   0.00094
      0.06375 ,   0.00106
      0.06500 ,   0.00094
      0.06625 ,   0.00094
      0.06750 ,   0.00086
      0.06875 ,   0.00122
      0.07000 ,   0.00066
      0.07125 ,   0.00102
      0.07250 ,   0.00106
      0.07375 ,   0.00078
      0.07500 ,   0.00078
      0.07625 ,   0.00078
      0.07750 ,   0.00074
      0.07875 ,   0.00066
      0.08000 ,   0.00078
      0.08125 ,   0.00070
      0.08250 ,   0.00058
      0.08375 ,   0.00074
      0.08500 ,   0.00054
      0.08625 ,   0.00078
      0.08750 ,   0.00086
      0.08875 ,   0.00086
      0.09000 ,   0.00086
      0.09125 ,   0.00122
      0.09250 ,   0.00114
      0.09375 ,   0.00094
      0.09500 ,   0.00102
      0.09625 ,   0.00094
      0.09750 ,   0.00086
      0.09875 ,   0.00094
      0.10000 ,   0.00078
      0.10125 ,   0.00066
      0.10250 ,   0.00086
      0.10375 ,   0.00078
      0.10500 ,   0.00062
      0.10625 ,   0.00094
      0.10750 ,   0.00102
      0.10875 ,   0.00094
      0.11000 ,   0.00086
      0.11125 ,   0.00102
      0.11250 ,   0.00102
      0.11375 ,   0.00098
      0.11500 ,   0.00066
      0.11625 ,   0.00094
      0.11750 ,   0.00090
      0.11875 ,   0.00078
      0.12000 ,   0.00098
      0.12125 ,   0.00094
      0.12250 ,   0.00062
      0.12375 ,   0.00086
      0.12500 ,   0.00090
      0.12625 ,   0.00102
      0.12750 ,   0.00086
      0.12875 ,   0.00094
      0.13000 ,   0.00074
      0.13125 ,   0.00098
      0.13250 ,   0.00098
      0.13375 ,   0.00094
      0.13500 ,   0.00098
      0.13625 ,   0.00074
      0.13750 ,   0.00098
      0.13875 ,   0.00090
      0.14000 ,   0.00078
      0.14125 ,   0.00066
      0.14250 ,   0.00078
      0.14375 ,   0.00074
      0.14500 ,   0.00094
      0.14625 ,   0.00086
      0.14750 ,   0.00086
      0.14875 ,   0.00066
      0.15000 ,   0.00098
      0.15125 ,   0.00106
      0.15250 ,   0.00114
      0.15375 ,   0.00094
      0.15500 ,   0.00102
      0.15625 ,   0.00090
      0.15750 ,   0.00074
      0.15875 ,   0.00086
      0.16000 ,   0.00074
      0.16125 ,   0.00078
      0.16250 ,   0.00074
      0.16375 ,   0.00058
      0.16500 ,   0.00090
      0.16625 ,   0.00102
      0.16750 ,   0.00106
      0.16875 ,   0.00090
